does his have a map of Sicily?	We took the ferry from San Giovanni, it took us to Taormina no problem.
What is the last date on this chip? I've purchased one that was two years old.	The date on the box is 2011. The CD is version 1.0. Does Xritephoto make a later version?
Will it work with an old Nuvi 700 Series?	As long as you have the SD or microSD slot in you GPS.
also covers the islands of Madeira and Azores	I don't know if it covers those islands.
Will it work with nuvi 1370T?	I don't know the answer to that. I suggest you call NUVI
Will this microSD card fit into my Garmin Nivi 50LM slot?	It is a normal SD mini card
is it compatible for germin nuvi 255	Not sure. I have micro SD card for Ireland/UK and Australia and they work.
what year was this map produced?	Sorry I can not answer to that question. I returned because it was defective.
I have a garmin nuvi 1490T, will this card work on my unit?	Yes
i have a nuvi 2555lm american maps, we are visiting the uk will this work	Yes it wil work
Will this work with my Garmin Nuvi 1390LMT and for my upcoming trip to the UK?	I don't have the same model, but on our trip to Italy, it was indispensable.
Does the Brazil map work with Nuvi 2598?	No , it will not. Thank you,
I have a garmin nuvi 1490T, will this card work on my unit?	Yes
i have a nuvi 2555lm american maps, we are visiting the uk will this work	Yes it wil work
Will this work with my Garmin Nuvi 1390LMT and for my upcoming trip to the UK?	I don't have the same model, but on our trip to Italy, it was indispensable.
Does the Brazil map work with Nuvi 2598?	No , it will not. Thank you,
What year are the maps?	The date on the envelope sleeve is 2010. From my experience it is good enough for even now (2013).
Does this definitely include Iceland? Description says so but not product title/image.	I want to know this, too. Because that's the country I need first!
I have a garmin nuvi 1490T, will this card work on my unit?	Yes
i have a nuvi 2555lm american maps, we are visiting the uk will this work	Yes it wil work
Will this work with my Garmin Nuvi 1390LMT and for my upcoming trip to the UK?	I don't have the same model, but on our trip to Italy, it was indispensable.
Does the Brazil map work with Nuvi 2598?	No , it will not. Thank you,
will this version work with Windows 8	will this version of Calendar Creator 12 Essentials By Broderbund work with Windows 8
will this version work with Windows 8	will this version of Calendar Creator 12 Essentials By Broderbund work with Windows 8
will this version work with Windows 8	will this version of Calendar Creator 12 Essentials By Broderbund work with Windows 8
does it work with windows 7	It was made before the operating system came out. Sorry.
does it include new software instruments?	yeah it does. lots of them.
what kind of packaging does it come in ?	Comes as a disc(s) in a cardboard box, shrink-wrapped if new
does it include new software instruments?	yeah it does. lots of them.
what kind of packaging does it come in ?	Comes as a disc(s) in a cardboard box, shrink-wrapped if new
does it include new software instruments?	yeah it does. lots of them.
what kind of packaging does it come in ?	Comes as a disc(s) in a cardboard box, shrink-wrapped if new
does it include new software instruments?	yeah it does. lots of them.
what kind of packaging does it come in ?	Comes as a disc(s) in a cardboard box, shrink-wrapped if new
WILL THIS UPDATE IBOOK G3 SOFTWARE	I haven't the slightest idea. Suggest you contact Apple.
iDVD	Terrible IDVD.... Avoid it...
Is this original installation software or only an update? I do not have iLife on my computer.	This is the full version, not an update or trial.
Will this work with Maverick?	No. i got it, and everything was a blue hue. Very disappointing.
Will this work on OS X 10.6.3?	Yes it will. Your computer has to be Mac OS X v10.4.11 or later
is it compatable with snow leopard 10.6.8?	Yes, it is compatable.
can you creat dvd slide shows with this program with music?	No. This is a photo editor only. Use iPhoto instead.
will this work on a computer that is updated to yosemite?	Yes
Is this compatible with OS X 10.6?	Yes needs OS X 10.4 or later
does this work on mavericks?	Yes, I have OSX 10.9.4
Hi. Is this a full version or just an upgraded one. Thanks	I do not know. I have an old version but have never used it.
Will Aperture 2.1.1 work with OS X 10.7.5?	Yes, 2.1.1 will work 10.7.x
Can you use this with Windows 7?	Yes
Does this work on windows 8	Not sure about Windows 8, but I have windows 7 and it works for me.
Will this work on Windows 7? I have the 'Combo pack and it won't work. I really miss having it.	I have windows 7 vista and it worked fine but it would work in my mac.
Is the cd rom included?	yes, it is....
Can these fonts be used for resale items such as on Teachers Pay Teachers, etc.?	Don't know. Teachers Pay Teachers should have a clue on this.
Can I scan recipes into the software	There is no OCR, but if your scanner has OCR, you can import the text as a recipe.
can you import recipes from another program?	Yes, you can import from most other programs and the web.
Will this work with windows 7?	Yes. This is the old version though, you want to get the new Spyder.
Will this work with windows 7?	Yes. This is the old version though, you want to get the new Spyder.
Will this work with Vista?	sorry no
Will this work with Vista?	sorry no
I have Windows7 64 Bit, well this CAD work w my laptop?	I had a professional install it ( he said it was tricky) but it did work.
Does this require a Subscription to continue using?	No
is this version compatible with windows 7?	yes
I'm assuming this is just 1 license? So I could only use it on 1 computer?	Probably. Need to ask the seller. Multiple licenses are usually labeled as such.
Will this work with a mac?	Not without using a program allowing a virtual xp or windows 7 running..
Will this work on Windows 7?	Yes
How about windows 8?	no it will not even work on windows 7
is the windows operating platform 7?	yes
I need simple, is this user friendly?	Printshop is my very favourite program. I love it, and it pretty user friendly.
Does this one work for Mac OS X mavericks	I do not know if PrintShop 2 works on a Mac OS X Maverick system. Sorry!
Is it compatible with os yosemite	Yes! I am using Yosemite and it works just fine.
I need simple, is this user friendly?	Printshop is my very favourite program. I love it, and it pretty user friendly.
Does this one work for Mac OS X mavericks	I do not know if PrintShop 2 works on a Mac OS X Maverick system. Sorry!
Is it compatible with os yosemite	Yes! I am using Yosemite and it works just fine.
Is there any way I can use Art Explosion with Windows 7 as it was my favourite Graphic Program?	Yes! I use mines to do alot of graphics.
Is there any way I can use Art Explosion with Windows 7 as it was my favourite Graphic Program?	Yes! I use mines to do alot of graphics.
Is there any way I can use Art Explosion with Windows 7 as it was my favourite Graphic Program?	Yes! I use mines to do alot of graphics.
Will this work with Windows 7?	I am using it with windows 7. So, Yes.
Will this work with Windows 7?	I am using it with windows 7. So, Yes.
bootcamp or parallels? Is the bootcamp performance better?	Absolutely better. Boot Camp uses both processor cores and all your RAM, whereas Parallels cannot.
Is the version Amazon.com selling 3.0? Does anyone know if the version Amazon is shipping is 3.0?	nope its the release before
bootcamp or parallels? Is the bootcamp performance better?	Absolutely better. Boot Camp uses both processor cores and all your RAM, whereas Parallels cannot.
